;Region/Country/Area;Tourist/visitor arrivals and tourism expenditure;Year;Series;Tourism arrivals series type;Tourism arrivals series type footnote;Value;Footnotes;Source;valor_expenditure;number_visitor
426;152;Chile;2005;Tourist/visitor arrivals (thousands);TF;;2027;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2027
427;152;Chile;2010;Tourist/visitor arrivals (thousands);TF;;2801;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2801
428;152;Chile;2015;Tourist/visitor arrivals (thousands);TF;;4478;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4478
429;152;Chile;2016;Tourist/visitor arrivals (thousands);TF;;5641;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;5641
430;152;Chile;2017;Tourist/visitor arrivals (thousands);TF;;6450;Including nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6450
431;152;Chile;1995;Tourism expenditure (millions of US dollars);;;1186;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1186;
432;152;Chile;2005;Tourism expenditure (millions of US dollars);;;1608;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1608;
433;152;Chile;2010;Tourism expenditure (millions of US dollars);;;2362;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2362;
434;152;Chile;2015;Tourism expenditure (millions of US dollars);;;3412;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3412;
435;152;Chile;2016;Tourism expenditure (millions of US dollars);;;3723;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3723;
436;152;Chile;2017;Tourism expenditure (millions of US dollars);;;4604;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4604;
437;156;China;1995;Tourist/visitor arrivals (thousands);TF;;20034;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;20034
438;156;China;2005;Tourist/visitor arrivals (thousands);TF;;46809;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;46809
439;156;China;2010;Tourist/visitor arrivals (thousands);TF;;55664;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;55664
440;156;China;2015;Tourist/visitor arrivals (thousands);TF;;56886;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;56886
441;156;China;2016;Tourist/visitor arrivals (thousands);TF;;59270;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;59270
442;156;China;2017;Tourist/visitor arrivals (thousands);TF;;60740;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;60740
443;156;China;1995;Tourism expenditure (millions of US dollars);;;8730;"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;8730;
444;156;China;2005;Tourism expenditure (millions of US dollars);;;29296;"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;29296;
445;156;China;2010;Tourism expenditure (millions of US dollars);;;45814;"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;45814;
446;156;China;2015;Tourism expenditure (millions of US dollars);;;44969;"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;44969;
447;156;China;2016;Tourism expenditure (millions of US dollars);;;44432;"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;44432;
448;156;China;2017;Tourism expenditure (millions of US dollars);;;32617;"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;32617;
449;344;China, Hong Kong SAR;2005;Tourist/visitor arrivals (thousands);TF;;14773;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;14773
450;344;China, Hong Kong SAR;2010;Tourist/visitor arrivals (thousands);TF;;20085;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;20085
451;344;China, Hong Kong SAR;2015;Tourist/visitor arrivals (thousands);TF;;26686;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;26686
452;344;China, Hong Kong SAR;2016;Tourist/visitor arrivals (thousands);TF;;26553;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;26553
453;344;China, Hong Kong SAR;2017;Tourist/visitor arrivals (thousands);TF;;27884;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;27884
454;344;China, Hong Kong SAR;2005;Tourism expenditure (millions of US dollars);;;13588;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;13588;
455;344;China, Hong Kong SAR;2010;Tourism expenditure (millions of US dollars);;;27208;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;27208;
456;344;China, Hong Kong SAR;2015;Tourism expenditure (millions of US dollars);;;42229;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;42229;
457;344;China, Hong Kong SAR;2016;Tourism expenditure (millions of US dollars);;;37654;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;37654;
458;344;China, Hong Kong SAR;2017;Tourism expenditure (millions of US dollars);;;38039;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;38039;
459;446;China, Macao SAR;1995;Tourist/visitor arrivals (thousands);TF;;4202;Estimate.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4202
460;446;China, Macao SAR;2005;Tourist/visitor arrivals (thousands);TF;;9014;Estimate.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;9014
461;446;China, Macao SAR;2010;Tourist/visitor arrivals (thousands);TF;;11926;"Estimate.;Does not include other non-residents namely workers, students, etc.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;11926
462;446;China, Macao SAR;2015;Tourist/visitor arrivals (thousands);TF;;14308;"Estimate.;Does not include other non-residents namely workers, students, etc.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;14308
463;446;China, Macao SAR;2016;Tourist/visitor arrivals (thousands);TF;;15704;"Estimate.;Does not include other non-residents namely workers, students, etc.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;15704
464;446;China, Macao SAR;2017;Tourist/visitor arrivals (thousands);TF;;17255;"Estimate.;Does not include other non-residents namely workers, students, etc.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;17255
465;446;China, Macao SAR;1995;Tourism expenditure (millions of US dollars);;;3233;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3233;
466;446;China, Macao SAR;2005;Tourism expenditure (millions of US dollars);;;7181;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;7181;
467;446;China, Macao SAR;2010;Tourism expenditure (millions of US dollars);;;22688;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;22688;
468;446;China, Macao SAR;2015;Tourism expenditure (millions of US dollars);;;31500;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;31500;
469;446;China, Macao SAR;2016;Tourism expenditure (millions of US dollars);;;31030;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;31030;
470;446;China, Macao SAR;2017;Tourism expenditure (millions of US dollars);;;35726;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;35726;
471;170;Colombia;1995;Tourist/visitor arrivals (thousands);TF;;1399;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1399
472;170;Colombia;2005;Tourist/visitor arrivals (thousands);TF;;933;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;933
473;170;Colombia;2010;Tourist/visitor arrivals (thousands);TF;;1405;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1405
474;170;Colombia;2015;Tourist/visitor arrivals (thousands);TF;;2978;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2978
475;170;Colombia;2016;Tourist/visitor arrivals (thousands);TF;;3317;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3317
476;170;Colombia;2017;Tourist/visitor arrivals (thousands);TF;;4113;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4113
477;170;Colombia;1995;Tourism expenditure (millions of US dollars);;;887;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;887;
478;170;Colombia;2005;Tourism expenditure (millions of US dollars);;;1891;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1891;
479;170;Colombia;2010;Tourism expenditure (millions of US dollars);;;3441;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3441;
480;170;Colombia;2015;Tourism expenditure (millions of US dollars);;;5235;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5235;
481;170;Colombia;2016;Tourism expenditure (millions of US dollars);;;5584;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5584;
482;170;Colombia;2017;Tourism expenditure (millions of US dollars);;;5801;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5801;
483;174;Comoros;1995;Tourist/visitor arrivals (thousands);TF;;23;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;23
484;174;Comoros;2005;Tourist/visitor arrivals (thousands);TF;;26;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;26
485;174;Comoros;2010;Tourist/visitor arrivals (thousands);TF;;15;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;15
486;174;Comoros;2015;Tourist/visitor arrivals (thousands);TF;;24;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;24
487;174;Comoros;2016;Tourist/visitor arrivals (thousands);TF;;27;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;27
